attributes,datatype,date,station,value
",,7,",WDMV,2017-02-09T00:00:00,GHCND:USC00418040,108.1
",,7,",WDMV,2017-02-10T00:00:00,GHCND:USC00418040,267.8
",,7,",WDMV,2017-02-11T00:00:00,GHCND:USC00418040,292.0
",,7,",WDMV,2017-02-12T00:00:00,GHCND:USC00418040,293.9
",,7,",WDMV,2017-02-13T00:00:00,GHCND:USC00418040,187.0
",,7,",WDMV,2017-02-14T00:00:00,GHCND:USC00418040,72.1
",,7,",WDMV,2017-02-15T00:00:00,GHCND:USC00418040,162.2
",,7,",WDMV,2017-02-16T00:00:00,GHCND:USC00418040,70.2
",,7,",WDMV,2017-02-17T00:00:00,GHCND:USC00418040,156.0
",,7,",WDMV,2017-02-18T00:00:00,GHCND:USC00418040,72.1
",,7,",WDMV,2017-02-19T00:00:00,GHCND:USC00418040,108.1
",,7,",WDMV,2017-02-20T00:00:00,GHCND:USC00418040,203.8
",,7,",WDMV,2017-02-21T00:00:00,GHCND:USC00418040,226.2
",,7,",WDMV,2017-02-22T00:00:00,GHCND:USC00418040,101.9
",,7,",WDMV,2017-02-23T00:00:00,GHCND:USC00418040,157.2
",,7,",WDMV,2017-02-24T00:00:00,GHCND:USC00418040,303.9
",,7,",WDMV,2017-02-25T00:00:00,GHCND:USC00418040,154.1
",,7,",WDMV,2017-02-26T00:00:00,GHCND:USC00418040,167.1
",,7,",WDMV,2017-02-27T00:00:00,GHCND:USC00418040,70.2
",,7,",WDMV,2017-02-28T00:00:00,GHCND:USC00418040,244.8
",,7,",WDMV,2017-03-01T00:00:00,GHCND:USC00418040,298.9
",,7,",WDMV,2017-03-02T00:00:00,GHCND:USC00418040,78.3
",,7,",WDMV,2017-03-03T00:00:00,GHCND:USC00418040,83.9
",,7,",WDMV,2017-03-04T00:00:00,GHCND:USC00418040,226.2
",,7,",WDMV,2017-03-05T00:00:00,GHCND:USC00418040,234.9
",,7,",WDMV,2017-03-06T00:00:00,GHCND:USC00418040,249.8
",,7,",WDMV,2017-03-07T00:00:00,GHCND:USC00418040,297.0
",,7,",WDMV,2017-03-08T00:00:00,GHCND:USC00418040,142.9
",,7,",WDMV,2017-03-09T00:00:00,GHCND:USC00418040,90.1
",,7,",WDMV,2017-03-10T00:00:00,GHCND:USC00418040,131.1
",,7,",WDMV,2017-03-11T00:00:00,GHCND:USC00418040,131.7
",,7,",WDMV,2017-03-12T00:00:00,GHCND:USC00418040,133.0
",,7,",WDMV,2017-03-13T00:00:00,GHCND:USC00418040,174.0
",,7,",WDMV,2017-03-14T00:00:00,GHCND:USC00418040,123.0
",,7,",WDMV,2017-03-15T00:00:00,GHCND:USC00418040,147.3
",,7,",WDMV,2017-03-16T00:00:00,GHCND:USC00418040,144.8
",,7,",WDMV,2017-03-17T00:00:00,GHCND:USC00418040,126.8
",,7,",WDMV,2017-03-18T00:00:00,GHCND:USC00418040,165.3
",,7,",WDMV,2017-03-19T00:00:00,GHCND:USC00418040,119.3
",,7,",WDMV,2017-03-20T00:00:00,GHCND:USC00418040,195.1
",,7,",WDMV,2017-03-21T00:00:00,GHCND:USC00418040,90.1
",,7,",WDMV,2017-03-22T00:00:00,GHCND:USC00418040,203.8
",,7,",WDMV,2017-03-23T00:00:00,GHCND:USC00418040,149.8
",,7,",WDMV,2017-03-24T00:00:00,GHCND:USC00418040,379.0
",,7,",WDMV,2017-03-25T00:00:00,GHCND:USC00418040,425.0
",,7,",WDMV,2017-03-26T00:00:00,GHCND:USC00418040,133.0
",,7,",WDMV,2017-03-27T00:00:00,GHCND:USC00418040,213.1
",,7,",WDMV,2017-03-28T00:00:00,GHCND:USC00418040,174.0
",,7,",WDMV,2017-03-29T00:00:00,GHCND:USC00418040,285.8
",,7,",WDMV,2017-03-30T00:00:00,GHCND:USC00418040,275.9
",,7,",WDMV,2017-03-31T00:00:00,GHCND:USC00418040,124.3
",,7,",WDMV,2017-04-01T00:00:00,GHCND:USC00418040,328.1
",,7,",WDMV,2017-04-02T00:00:00,GHCND:USC00418040,203.2
",,7,",WDMV,2017-04-03T00:00:00,GHCND:USC00418040,87.0
",,7,",WDMV,2017-04-04T00:00:00,GHCND:USC00418040,167.1
",,7,",WDMV,2017-04-05T00:00:00,GHCND:USC00418040,349.2
",,7,",WDMV,2017-04-06T00:00:00,GHCND:USC00418040,195.7
",,7,",WDMV,2017-04-07T00:00:00,GHCND:USC00418040,133.0
",,7,",WDMV,2017-04-08T00:00:00,GHCND:USC00418040,247.3
",,7,",WDMV,2017-04-09T00:00:00,GHCND:USC00418040,169.0
",,7,",WDMV,2017-04-10T00:00:00,GHCND:USC00418040,241.7
",,7,",WDMV,2017-04-11T00:00:00,GHCND:USC00418040,137.9
",,7,",WDMV,2017-04-12T00:00:00,GHCND:USC00418040,180.2
",,7,",WDMV,2017-04-13T00:00:00,GHCND:USC00418040,139.2
",,7,",WDMV,2017-04-14T00:00:00,GHCND:USC00418040,190.1
",,7,",WDMV,2017-04-15T00:00:00,GHCND:USC00418040,323.7
",,7,",WDMV,2017-04-16T00:00:00,GHCND:USC00418040,251.0
",,7,",WDMV,2017-04-17T00:00:00,GHCND:USC00418040,201.9
",,7,",WDMV,2017-04-18T00:00:00,GHCND:USC00418040,157.8
",,7,",WDMV,2017-04-19T00:00:00,GHCND:USC00418040,257.2
",,7,",WDMV,2017-04-20T00:00:00,GHCND:USC00418040,262.2
",,7,",WDMV,2017-04-21T00:00:00,GHCND:USC00418040,277.1
",,7,",WDMV,2017-04-22T00:00:00,GHCND:USC00418040,231.2
",,7,",WDMV,2017-04-23T00:00:00,GHCND:USC00418040,149.1
",,7,",WDMV,2017-04-24T00:00:00,GHCND:USC00418040,175.2
",,7,",WDMV,2017-04-25T00:00:00,GHCND:USC00418040,175.2
",,7,",WDMV,2017-04-26T00:00:00,GHCND:USC00418040,190.8
",,7,",WDMV,2017-04-27T00:00:00,GHCND:USC00418040,206.3
",,7,",WDMV,2017-04-28T00:00:00,GHCND:USC00418040,224.9
",,7,",WDMV,2017-04-29T00:00:00,GHCND:USC00418040,211.9
",,7,",WDMV,2017-04-30T00:00:00,GHCND:USC00418040,392.7
",,7,",WDMV,2017-05-01T00:00:00,GHCND:USC00418040,244.2
",,7,",WDMV,2017-05-02T00:00:00,GHCND:USC00418040,100.0
",,7,",WDMV,2017-05-03T00:00:00,GHCND:USC00418040,187.0
",,7,",WDMV,2017-05-04T00:00:00,GHCND:USC00418040,190.8
",,7,",WDMV,2017-05-05T00:00:00,GHCND:USC00418040,115.0
",,7,",WDMV,2017-05-06T00:00:00,GHCND:USC00418040,96.9
",,7,",WDMV,2017-05-07T00:00:00,GHCND:USC00418040,157.2
",,7,",WDMV,2017-05-08T00:00:00,GHCND:USC00418040,197.0
",,7,",WDMV,2017-05-09T00:00:00,GHCND:USC00418040,177.7
",,7,",WDMV,2017-05-10T00:00:00,GHCND:USC00418040,192.0
",,7,",WDMV,2017-05-11T00:00:00,GHCND:USC00418040,156.0
",,7,",WDMV,2017-05-12T00:00:00,GHCND:USC00418040,244.2
",,7,",WDMV,2017-05-13T00:00:00,GHCND:USC00418040,106.9
",,7,",WDMV,2017-05-14T00:00:00,GHCND:USC00418040,208.8
",,7,",WDMV,2017-05-15T00:00:00,GHCND:USC00418040,216.9
",,7,",WDMV,2017-05-16T00:00:00,GHCND:USC00418040,269.1
",,7,",WDMV,2017-05-17T00:00:00,GHCND:USC00418040,292.0
",,7,",WDMV,2017-05-18T00:00:00,GHCND:USC00418040,218.7
",,7,",WDMV,2017-05-19T00:00:00,GHCND:USC00418040,205.1
",,7,",WDMV,2017-05-20T00:00:00,GHCND:USC00418040,277.8
",,7,",WDMV,2017-05-21T00:00:00,GHCND:USC00418040,95.7
",,7,",WDMV,2017-05-22T00:00:00,GHCND:USC00418040,180.2
",,7,",WDMV,2017-05-23T00:00:00,GHCND:USC00418040,144.2
",,7,",WDMV,2017-05-24T00:00:00,GHCND:USC00418040,170.9
",,7,",WDMV,2017-05-25T00:00:00,GHCND:USC00418040,113.7
",,7,",WDMV,2017-05-26T00:00:00,GHCND:USC00418040,177.1
",,7,",WDMV,2017-05-27T00:00:00,GHCND:USC00418040,170.9
",,7,",WDMV,2017-05-28T00:00:00,GHCND:USC00418040,183.9
",,7,",WDMV,2017-05-29T00:00:00,GHCND:USC00418040,119.9
",,7,",WDMV,2017-05-30T00:00:00,GHCND:USC00418040,96.9
",,7,",WDMV,2017-05-31T00:00:00,GHCND:USC00418040,98.2
",,7,",WDMV,2017-06-01T00:00:00,GHCND:USC00418040,162.8
",,7,",WDMV,2017-06-02T00:00:00,GHCND:USC00418040,157.2
",,7,",WDMV,2017-06-03T00:00:00,GHCND:USC00418040,129.9
",,7,",WDMV,2017-06-04T00:00:00,GHCND:USC00418040,106.3
",,7,",WDMV,2017-06-05T00:00:00,GHCND:USC00418040,101.9
",,7,",WDMV,2017-06-06T00:00:00,GHCND:USC00418040,113.1
",,7,",WDMV,2017-06-07T00:00:00,GHCND:USC00418040,136.1
",,7,",WDMV,2017-06-08T00:00:00,GHCND:USC00418040,139.8
",,7,",WDMV,2017-06-09T00:00:00,GHCND:USC00418040,165.3
",,7,",WDMV,2017-06-10T00:00:00,GHCND:USC00418040,192.0
",,7,",WDMV,2017-06-11T00:00:00,GHCND:USC00418040,303.2
",,7,",WDMV,2017-06-12T00:00:00,GHCND:USC00418040,315.0
",,7,",WDMV,2017-06-13T00:00:00,GHCND:USC00418040,316.9
",,7,",WDMV,2017-06-14T00:00:00,GHCND:USC00418040,231.2
",,7,",WDMV,2017-06-15T00:00:00,GHCND:USC00418040,134.8
",,7,",WDMV,2017-06-16T00:00:00,GHCND:USC00418040,149.1
",,7,",WDMV,2017-06-17T00:00:00,GHCND:USC00418040,98.2
",,7,",WDMV,2017-06-18T00:00:00,GHCND:USC00418040,172.7
",,7,",WDMV,2017-06-19T00:00:00,GHCND:USC00418040,193.2
",,7,",WDMV,2017-06-20T00:00:00,GHCND:USC00418040,101.3
",,7,",WDMV,2017-06-21T00:00:00,GHCND:USC00418040,203.2
",,7,",WDMV,2017-06-22T00:00:00,GHCND:USC00418040,236.7
",,7,",WDMV,2017-06-23T00:00:00,GHCND:USC00418040,159.1
",,7,",WDMV,2017-06-24T00:00:00,GHCND:USC00418040,246.1
",,7,",WDMV,2017-06-25T00:00:00,GHCND:USC00418040,108.1
",,7,",WDMV,2017-06-26T00:00:00,GHCND:USC00418040,179.0
",,7,",WDMV,2017-06-27T00:00:00,GHCND:USC00418040,124.9
",,7,",WDMV,2017-06-28T00:00:00,GHCND:USC00418040,257.9
",,7,",WDMV,2017-06-29T00:00:00,GHCND:USC00418040,259.7
",,7,",WDMV,2017-06-30T00:00:00,GHCND:USC00418040,175.8
",,7,",WDMV,2017-07-01T00:00:00,GHCND:USC00418040,246.1
",,7,",WDMV,2017-07-02T00:00:00,GHCND:USC00418040,179.0
",,7,",WDMV,2017-07-03T00:00:00,GHCND:USC00418040,206.3
",,7,",WDMV,2017-07-04T00:00:00,GHCND:USC00418040,149.1
",,7,",WDMV,2017-07-05T00:00:00,GHCND:USC00418040,118.1
",,7,",WDMV,2017-07-06T00:00:00,GHCND:USC00418040,119.9
",,7,",WDMV,2017-07-07T00:00:00,GHCND:USC00418040,113.7
",,7,",WDMV,2017-07-08T00:00:00,GHCND:USC00418040,134.2
",,7,",WDMV,2017-07-09T00:00:00,GHCND:USC00418040,124.9
",,7,",WDMV,2017-07-10T00:00:00,GHCND:USC00418040,139.2
",,7,",WDMV,2017-07-11T00:00:00,GHCND:USC00418040,200.7
",,7,",WDMV,2017-07-12T00:00:00,GHCND:USC00418040,228.0
",,7,",WDMV,2017-07-13T00:00:00,GHCND:USC00418040,170.3
",,7,",WDMV,2017-07-14T00:00:00,GHCND:USC00418040,137.9
",,7,",WDMV,2017-07-15T00:00:00,GHCND:USC00418040,90.7
",,7,",WDMV,2017-07-16T00:00:00,GHCND:USC00418040,134.8
",,7,",WDMV,2017-07-17T00:00:00,GHCND:USC00418040,123.0
",,7,",WDMV,2017-07-18T00:00:00,GHCND:USC00418040,206.3
",,7,",WDMV,2017-07-19T00:00:00,GHCND:USC00418040,180.2
",,7,",WDMV,2017-07-20T00:00:00,GHCND:USC00418040,165.9
",,7,",WDMV,2017-07-21T00:00:00,GHCND:USC00418040,177.7
",,7,",WDMV,2017-07-22T00:00:00,GHCND:USC00418040,187.0
",,7,",WDMV,2017-07-23T00:00:00,GHCND:USC00418040,121.8
",,7,",WDMV,2017-07-24T00:00:00,GHCND:USC00418040,137.9
",,7,",WDMV,2017-07-25T00:00:00,GHCND:USC00418040,144.8
",,7,",WDMV,2017-07-26T00:00:00,GHCND:USC00418040,195.7
",,7,",WDMV,2017-07-27T00:00:00,GHCND:USC00418040,185.2
",,7,",WDMV,2017-07-28T00:00:00,GHCND:USC00418040,136.1
",,7,",WDMV,2017-07-29T00:00:00,GHCND:USC00418040,165.3
",,7,",WDMV,2017-07-30T00:00:00,GHCND:USC00418040,177.1
",,7,",WDMV,2017-07-31T00:00:00,GHCND:USC00418040,149.1
",,7,",WDMV,2017-08-01T00:00:00,GHCND:USC00418040,82.0
",,7,",WDMV,2017-08-02T00:00:00,GHCND:USC00418040,110.0
",,7,",WDMV,2017-08-03T00:00:00,GHCND:USC00418040,80.8
",,7,",WDMV,2017-08-04T00:00:00,GHCND:USC00418040,121.2
",,7,",WDMV,2017-08-05T00:00:00,GHCND:USC00418040,154.1
",,7,",WDMV,2017-08-06T00:00:00,GHCND:USC00418040,215.0
",,7,",WDMV,2017-08-07T00:00:00,GHCND:USC00418040,170.9
",,7,",WDMV,2017-08-08T00:00:00,GHCND:USC00418040,116.2
",,7,",WDMV,2017-08-09T00:00:00,GHCND:USC00418040,115.0
",,7,",WDMV,2017-08-10T00:00:00,GHCND:USC00418040,119.3
",,7,",WDMV,2017-08-11T00:00:00,GHCND:USC00418040,152.2
",,7,",WDMV,2017-08-12T00:00:00,GHCND:USC00418040,80.8
",,7,",WDMV,2017-08-13T00:00:00,GHCND:USC00418040,113.7
",,7,",WDMV,2017-08-14T00:00:00,GHCND:USC00418040,129.9
",,7,",WDMV,2017-08-15T00:00:00,GHCND:USC00418040,131.1
",,7,",WDMV,2017-08-16T00:00:00,GHCND:USC00418040,144.2
",,7,",WDMV,2017-08-17T00:00:00,GHCND:USC00418040,106.9
",,7,",WDMV,2017-08-18T00:00:00,GHCND:USC00418040,139.8
",,7,",WDMV,2017-08-19T00:00:00,GHCND:USC00418040,124.9
",,7,",WDMV,2017-08-20T00:00:00,GHCND:USC00418040,137.9
",,7,",WDMV,2017-08-21T00:00:00,GHCND:USC00418040,152.9
",,7,",WDMV,2017-08-22T00:00:00,GHCND:USC00418040,119.9
",,7,",WDMV,2017-08-23T00:00:00,GHCND:USC00418040,131.1
",,7,",WDMV,2017-08-24T00:00:00,GHCND:USC00418040,101.3
",,7,",WDMV,2017-08-25T00:00:00,GHCND:USC00418040,116.8
",,7,",WDMV,2017-08-26T00:00:00,GHCND:USC00418040,93.8
",,7,",WDMV,2017-08-27T00:00:00,GHCND:USC00418040,90.7
",,7,",WDMV,2017-08-28T00:00:00,GHCND:USC00418040,90.7
",,7,",WDMV,2017-08-29T00:00:00,GHCND:USC00418040,93.2
",,7,",WDMV,2017-08-30T00:00:00,GHCND:USC00418040,60.9
",,7,",WDMV,2017-08-31T00:00:00,GHCND:USC00418040,70.8
",,7,",WDMV,2017-09-01T00:00:00,GHCND:USC00418040,55.9
",,7,",WDMV,2017-09-02T00:00:00,GHCND:USC00418040,149.1
",,7,",WDMV,2017-09-03T00:00:00,GHCND:USC00418040,95.7
",,7,",WDMV,2017-09-04T00:00:00,GHCND:USC00418040,93.2
",,7,",WDMV,2017-09-05T00:00:00,GHCND:USC00418040,147.3
",,7,",WDMV,2017-09-06T00:00:00,GHCND:USC00418040,134.8
",,7,",WDMV,2017-09-07T00:00:00,GHCND:USC00418040,95.7
",,7,",WDMV,2017-09-08T00:00:00,GHCND:USC00418040,170.3
",,7,",WDMV,2017-09-09T00:00:00,GHCND:USC00418040,183.3
",,7,",WDMV,2017-09-10T00:00:00,GHCND:USC00418040,177.7
",,7,",WDMV,2017-09-11T00:00:00,GHCND:USC00418040,157.2
",,7,",WDMV,2017-09-12T00:00:00,GHCND:USC00418040,78.9
",,7,",WDMV,2017-09-13T00:00:00,GHCND:USC00418040,60.3
",,7,",WDMV,2017-09-14T00:00:00,GHCND:USC00418040,147.3
",,7,",WDMV,2017-09-15T00:00:00,GHCND:USC00418040,157.8
",,7,",WDMV,2017-09-16T00:00:00,GHCND:USC00418040,195.1
",,7,",WDMV,2017-09-17T00:00:00,GHCND:USC00418040,111.8
",,7,",WDMV,2017-09-18T00:00:00,GHCND:USC00418040,144.2
",,7,",WDMV,2017-09-19T00:00:00,GHCND:USC00418040,192.0
",,7,",WDMV,2017-09-20T00:00:00,GHCND:USC00418040,213.1
",,7,",WDMV,2017-09-21T00:00:00,GHCND:USC00418040,69.0
",,7,",WDMV,2017-09-22T00:00:00,GHCND:USC00418040,208.2
",,7,",WDMV,2017-09-23T00:00:00,GHCND:USC00418040,256.0
",,7,",WDMV,2017-09-24T00:00:00,GHCND:USC00418040,208.2
",,7,",WDMV,2017-09-25T00:00:00,GHCND:USC00418040,188.3
",,7,",WDMV,2017-09-26T00:00:00,GHCND:USC00418040,154.1
",,7,",WDMV,2017-09-27T00:00:00,GHCND:USC00418040,177.1
",,7,",WDMV,2017-09-28T00:00:00,GHCND:USC00418040,170.9
",,7,",WDMV,2017-09-29T00:00:00,GHCND:USC00418040,126.8
",,7,",WDMV,2017-09-30T00:00:00,GHCND:USC00418040,115.0
",,7,",WDMV,2017-10-01T00:00:00,GHCND:USC00418040,115.0
",,7,",WDMV,2017-10-02T00:00:00,GHCND:USC00418040,282.7
",,7,",WDMV,2017-10-03T00:00:00,GHCND:USC00418040,313.2
",,7,",WDMV,2017-10-04T00:00:00,GHCND:USC00418040,124.9
",,7,",WDMV,2017-10-05T00:00:00,GHCND:USC00418040,119.3
",,7,",WDMV,2017-10-06T00:00:00,GHCND:USC00418040,123.0
",,7,",WDMV,2017-10-07T00:00:00,GHCND:USC00418040,197.0
",,7,",WDMV,2017-10-08T00:00:00,GHCND:USC00418040,136.7
",,7,",WDMV,2017-10-09T00:00:00,GHCND:USC00418040,142.9
",,7,",WDMV,2017-10-10T00:00:00,GHCND:USC00418040,339.3
",,7,",WDMV,2017-10-11T00:00:00,GHCND:USC00418040,101.3
",,7,",WDMV,2017-10-12T00:00:00,GHCND:USC00418040,180.8
",,7,",WDMV,2017-10-13T00:00:00,GHCND:USC00418040,188.3
",,7,",WDMV,2017-10-14T00:00:00,GHCND:USC00418040,162.8
",,7,",WDMV,2017-10-15T00:00:00,GHCND:USC00418040,234.9
",,7,",WDMV,2017-10-16T00:00:00,GHCND:USC00418040,47.2
",,7,",WDMV,2017-10-17T00:00:00,GHCND:USC00418040,121.2
",,7,",WDMV,2017-10-18T00:00:00,GHCND:USC00418040,95.1
",,7,",WDMV,2017-10-19T00:00:00,GHCND:USC00418040,73.9
",,7,",WDMV,2017-10-20T00:00:00,GHCND:USC00418040,159.7
",,7,",WDMV,2017-10-21T00:00:00,GHCND:USC00418040,290.2
",,7,",WDMV,2017-10-22T00:00:00,GHCND:USC00418040,164.0
",,7,",WDMV,2017-10-23T00:00:00,GHCND:USC00418040,103.8
",,7,",WDMV,2017-10-24T00:00:00,GHCND:USC00418040,188.9
",,7,",WDMV,2017-10-25T00:00:00,GHCND:USC00418040,172.1
",,7,",WDMV,2017-10-26T00:00:00,GHCND:USC00418040,206.9
",,7,",WDMV,2017-10-27T00:00:00,GHCND:USC00418040,334.3
",,7,",WDMV,2017-10-28T00:00:00,GHCND:USC00418040,200.1
",,7,",WDMV,2017-10-29T00:00:00,GHCND:USC00418040,98.8
",,7,",WDMV,2017-10-30T00:00:00,GHCND:USC00418040,133.0
",,7,",WDMV,2017-10-31T00:00:00,GHCND:USC00418040,220.0
",,7,",WDMV,2017-11-01T00:00:00,GHCND:USC00418040,200.1
",,7,",WDMV,2017-11-02T00:00:00,GHCND:USC00418040,169.0
",,7,",WDMV,2017-11-03T00:00:00,GHCND:USC00418040,152.9
",,7,",WDMV,2017-11-04T00:00:00,GHCND:USC00418040,111.8
",,7,",WDMV,2017-11-05T00:00:00,GHCND:USC00418040,179.0
",,7,",WDMV,2017-11-06T00:00:00,GHCND:USC00418040,177.1
",,7,",WDMV,2017-11-07T00:00:00,GHCND:USC00418040,116.8
",,7,",WDMV,2017-11-08T00:00:00,GHCND:USC00418040,167.8
",,7,",WDMV,2017-11-09T00:00:00,GHCND:USC00418040,49.1
",,7,",WDMV,2017-11-10T00:00:00,GHCND:USC00418040,133.0
",,7,",WDMV,2017-11-11T00:00:00,GHCND:USC00418040,190.1
",,7,",WDMV,2017-11-12T00:00:00,GHCND:USC00418040,157.2
",,7,",WDMV,2017-11-13T00:00:00,GHCND:USC00418040,113.1
",,7,",WDMV,2017-11-14T00:00:00,GHCND:USC00418040,151.0
",,7,",WDMV,2017-11-15T00:00:00,GHCND:USC00418040,134.8
",,7,",WDMV,2017-11-16T00:00:00,GHCND:USC00418040,121.2
",,7,",WDMV,2017-11-17T00:00:00,GHCND:USC00418040,197.0
",,7,",WDMV,2017-11-18T00:00:00,GHCND:USC00418040,341.1
",,7,",WDMV,2017-11-19T00:00:00,GHCND:USC00418040,201.9
",,7,",WDMV,2017-11-20T00:00:00,GHCND:USC00418040,190.8
",,7,",WDMV,2017-11-21T00:00:00,GHCND:USC00418040,95.7
",,7,",WDMV,2017-11-22T00:00:00,GHCND:USC00418040,175.8
",,7,",WDMV,2017-11-23T00:00:00,GHCND:USC00418040,100.0
",,7,",WDMV,2017-11-24T00:00:00,GHCND:USC00418040,65.2
",,7,",WDMV,2017-11-25T00:00:00,GHCND:USC00418040,106.3
",,7,",WDMV,2017-11-26T00:00:00,GHCND:USC00418040,70.2
",,7,",WDMV,2017-11-27T00:00:00,GHCND:USC00418040,113.1
",,7,",WDMV,2017-11-28T00:00:00,GHCND:USC00418040,208.8
",,7,",WDMV,2017-11-29T00:00:00,GHCND:USC00418040,282.1
",,7,",WDMV,2017-11-30T00:00:00,GHCND:USC00418040,113.7
",,7,",WDMV,2017-12-01T00:00:00,GHCND:USC00418040,101.9
",,7,",WDMV,2017-12-02T00:00:00,GHCND:USC00418040,110.0
",,7,",WDMV,2017-12-03T00:00:00,GHCND:USC00418040,26.7
",,7,",WDMV,2017-12-04T00:00:00,GHCND:USC00418040,221.8
",,7,",WDMV,2017-12-05T00:00:00,GHCND:USC00418040,241.1
",,7,",WDMV,2017-12-06T00:00:00,GHCND:USC00418040,85.1
",,7,",WDMV,2017-12-07T00:00:00,GHCND:USC00418040,142.9
",,7,",WDMV,2017-12-08T00:00:00,GHCND:USC00418040,124.9
",,7,",WDMV,2017-12-09T00:00:00,GHCND:USC00418040,198.2
",,7,",WDMV,2017-12-10T00:00:00,GHCND:USC00418040,119.9
",,7,",WDMV,2017-12-11T00:00:00,GHCND:USC00418040,75.2
",,7,",WDMV,2017-12-12T00:00:00,GHCND:USC00418040,96.9
",,7,",WDMV,2017-12-13T00:00:00,GHCND:USC00418040,175.2
",,7,",WDMV,2017-12-14T00:00:00,GHCND:USC00418040,121.2
",,7,",WDMV,2017-12-15T00:00:00,GHCND:USC00418040,160.9
",,7,",WDMV,2017-12-16T00:00:00,GHCND:USC00418040,210.0
",,7,",WDMV,2017-12-17T00:00:00,GHCND:USC00418040,185.8
",,7,",WDMV,2017-12-18T00:00:00,GHCND:USC00418040,96.9
",,7,",WDMV,2017-12-19T00:00:00,GHCND:USC00418040,144.2
",,7,",WDMV,2017-12-20T00:00:00,GHCND:USC00418040,123.0
",,7,",WDMV,2017-12-21T00:00:00,GHCND:USC00418040,190.8
",,7,",WDMV,2017-12-22T00:00:00,GHCND:USC00418040,226.8
",,7,",WDMV,2017-12-23T00:00:00,GHCND:USC00418040,83.9
",,7,",WDMV,2017-12-24T00:00:00,GHCND:USC00418040,147.9
",,7,",WDMV,2017-12-25T00:00:00,GHCND:USC00418040,137.9
",,7,",WDMV,2017-12-26T00:00:00,GHCND:USC00418040,211.3
",,7,",WDMV,2017-12-27T00:00:00,GHCND:USC00418040,164.0
",,7,",WDMV,2017-12-28T00:00:00,GHCND:USC00418040,78.9
",,7,",WDMV,2017-12-29T00:00:00,GHCND:USC00418040,75.8
",,7,",WDMV,2017-12-30T00:00:00,GHCND:USC00418040,136.7
",,7,",WDMV,2017-12-31T00:00:00,GHCND:USC00418040,175.2
