attributes,datatype,date,station,value
",,7,",WDMV,2017-02-02T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-02-03T00:00:00,GHCND:USC00417944,75.8
",,7,",WDMV,2017-02-04T00:00:00,GHCND:USC00417944,83.9
",,7,",WDMV,2017-02-05T00:00:00,GHCND:USC00417944,49.1
",,7,",WDMV,2017-02-06T00:00:00,GHCND:USC00417944,67.1
",,7,",WDMV,2017-02-07T00:00:00,GHCND:USC00417944,85.1
",,7,",WDMV,2017-02-08T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-02-09T00:00:00,GHCND:USC00417944,85.7
",,7,",WDMV,2017-02-10T00:00:00,GHCND:USC00417944,83.9
",,7,",WDMV,2017-02-11T00:00:00,GHCND:USC00417944,126.1
",,7,",WDMV,2017-02-12T00:00:00,GHCND:USC00417944,44.7
",,7,",WDMV,2017-02-13T00:00:00,GHCND:USC00417944,172.7
",,7,",WDMV,2017-02-14T00:00:00,GHCND:USC00417944,93.8
",,7,",WDMV,2017-02-15T00:00:00,GHCND:USC00417944,147.3
",,7,",WDMV,2017-02-16T00:00:00,GHCND:USC00417944,55.3
",,7,",WDMV,2017-02-17T00:00:00,GHCND:USC00417944,100.0
",,7,",WDMV,2017-02-18T00:00:00,GHCND:USC00417944,101.3
",,7,",WDMV,2017-02-19T00:00:00,GHCND:USC00417944,67.1
",,7,",WDMV,2017-02-20T00:00:00,GHCND:USC00417944,52.8
",,7,",WDMV,2017-02-21T00:00:00,GHCND:USC00417944,87.0
",,7,",WDMV,2017-02-22T00:00:00,GHCND:USC00417944,47.8
",,7,",WDMV,2017-02-23T00:00:00,GHCND:USC00417944,39.1
",,7,",WDMV,2017-02-24T00:00:00,GHCND:USC00417944,65.2
",,7,",WDMV,2017-02-25T00:00:00,GHCND:USC00417944,83.3
",,7,",WDMV,2017-02-26T00:00:00,GHCND:USC00417944,73.9
",,7,",WDMV,2017-02-27T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-02-28T00:00:00,GHCND:USC00417944,103.1
",,7,",WDMV,2017-03-01T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-03-02T00:00:00,GHCND:USC00417944,73.9
",,7,",WDMV,2017-03-03T00:00:00,GHCND:USC00417944,52.8
",,7,",WDMV,2017-03-04T00:00:00,GHCND:USC00417944,95.7
",,7,",WDMV,2017-03-05T00:00:00,GHCND:USC00417944,134.2
",,7,",WDMV,2017-03-06T00:00:00,GHCND:USC00417944,190.1
",,7,",WDMV,2017-03-07T00:00:00,GHCND:USC00417944,126.1
",,7,",WDMV,2017-03-08T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-03-09T00:00:00,GHCND:USC00417944,121.8
",,7,",WDMV,2017-03-10T00:00:00,GHCND:USC00417944,98.8
",,7,",WDMV,2017-03-11T00:00:00,GHCND:USC00417944,39.1
",,7,",WDMV,2017-03-12T00:00:00,GHCND:USC00417944,124.9
",,7,",WDMV,2017-03-13T00:00:00,GHCND:USC00417944,65.2
",,7,",WDMV,2017-03-14T00:00:00,GHCND:USC00417944,62.8
",,7,",WDMV,2017-03-15T00:00:00,GHCND:USC00417944,106.3
",,7,",WDMV,2017-03-16T00:00:00,GHCND:USC00417944,118.1
",,7,",WDMV,2017-03-17T00:00:00,GHCND:USC00417944,198.8
",,7,",WDMV,2017-03-18T00:00:00,GHCND:USC00417944,83.9
",,7,",WDMV,2017-03-19T00:00:00,GHCND:USC00417944,88.2
",,7,",WDMV,2017-03-20T00:00:00,GHCND:USC00417944,170.9
",,7,",WDMV,2017-03-21T00:00:00,GHCND:USC00417944,144.2
",,7,",WDMV,2017-03-22T00:00:00,GHCND:USC00417944,124.9
",,7,",WDMV,2017-03-23T00:00:00,GHCND:USC00417944,172.7
",,7,",WDMV,2017-03-24T00:00:00,GHCND:USC00417944,265.9
",,7,",WDMV,2017-03-25T00:00:00,GHCND:USC00417944,106.9
",,7,",WDMV,2017-03-26T00:00:00,GHCND:USC00417944,37.3
",,7,",WDMV,2017-03-27T00:00:00,GHCND:USC00417944,55.3
",,7,",WDMV,2017-03-28T00:00:00,GHCND:USC00417944,11.8
",,7,",WDMV,2017-03-29T00:00:00,GHCND:USC00417944,162.8
",,7,",WDMV,2017-03-30T00:00:00,GHCND:USC00417944,90.7
",,7,",WDMV,2017-03-31T00:00:00,GHCND:USC00417944,87.0
",,7,",WDMV,2017-04-01T00:00:00,GHCND:USC00417944,233.0
",,7,",WDMV,2017-04-02T00:00:00,GHCND:USC00417944,110.0
",,7,",WDMV,2017-04-03T00:00:00,GHCND:USC00417944,75.2
",,7,",WDMV,2017-04-04T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-04-05T00:00:00,GHCND:USC00417944,147.3
",,7,",WDMV,2017-04-06T00:00:00,GHCND:USC00417944,83.3
",,7,",WDMV,2017-04-07T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-04-08T00:00:00,GHCND:USC00417944,180.2
",,7,",WDMV,2017-04-09T00:00:00,GHCND:USC00417944,190.1
",,7,",WDMV,2017-04-10T00:00:00,GHCND:USC00417944,116.8
",,7,",WDMV,2017-04-11T00:00:00,GHCND:USC00417944,59.0
",,7,",WDMV,2017-04-12T00:00:00,GHCND:USC00417944,73.9
",,7,",WDMV,2017-04-13T00:00:00,GHCND:USC00417944,88.9
",,7,",WDMV,2017-04-14T00:00:00,GHCND:USC00417944,101.3
",,7,",WDMV,2017-04-15T00:00:00,GHCND:USC00417944,162.2
",,7,",WDMV,2017-04-16T00:00:00,GHCND:USC00417944,206.3
",,7,",WDMV,2017-04-17T00:00:00,GHCND:USC00417944,123.0
",,7,",WDMV,2017-04-18T00:00:00,GHCND:USC00417944,34.8
",,7,",WDMV,2017-04-19T00:00:00,GHCND:USC00417944,18.0
",,7,",WDMV,2017-04-20T00:00:00,GHCND:USC00417944,157.8
",,7,",WDMV,2017-04-21T00:00:00,GHCND:USC00417944,177.1
",,7,",WDMV,2017-04-22T00:00:00,GHCND:USC00417944,167.8
",,7,",WDMV,2017-04-23T00:00:00,GHCND:USC00417944,95.7
",,7,",WDMV,2017-04-24T00:00:00,GHCND:USC00417944,37.3
",,7,",WDMV,2017-04-25T00:00:00,GHCND:USC00417944,182.1
",,7,",WDMV,2017-04-26T00:00:00,GHCND:USC00417944,106.9
",,7,",WDMV,2017-04-27T00:00:00,GHCND:USC00417944,116.8
",,7,",WDMV,2017-04-28T00:00:00,GHCND:USC00417944,280.2
",,7,",WDMV,2017-04-29T00:00:00,GHCND:USC00417944,108.1
",,7,",WDMV,2017-04-30T00:00:00,GHCND:USC00417944,179.0
",,7,",WDMV,2017-05-01T00:00:00,GHCND:USC00417944,108.7
",,7,",WDMV,2017-05-02T00:00:00,GHCND:USC00417944,82.0
",,7,",WDMV,2017-05-03T00:00:00,GHCND:USC00417944,154.1
",,7,",WDMV,2017-05-04T00:00:00,GHCND:USC00417944,139.8
",,7,",WDMV,2017-05-05T00:00:00,GHCND:USC00417944,85.7
",,7,",WDMV,2017-05-06T00:00:00,GHCND:USC00417944,9.9
",,7,",WDMV,2017-05-07T00:00:00,GHCND:USC00417944,88.9
",,7,",WDMV,2017-05-08T00:00:00,GHCND:USC00417944,147.3
",,7,",WDMV,2017-05-09T00:00:00,GHCND:USC00417944,133.0
",,7,",WDMV,2017-05-10T00:00:00,GHCND:USC00417944,147.3
",,7,",WDMV,2017-05-11T00:00:00,GHCND:USC00417944,116.2
",,7,",WDMV,2017-05-12T00:00:00,GHCND:USC00417944,60.9
",,7,",WDMV,2017-05-13T00:00:00,GHCND:USC00417944,65.2
",,7,",WDMV,2017-05-14T00:00:00,GHCND:USC00417944,29.8
",,7,",WDMV,2017-05-15T00:00:00,GHCND:USC00417944,95.1
",,7,",WDMV,2017-05-16T00:00:00,GHCND:USC00417944,160.9
",,7,",WDMV,2017-05-17T00:00:00,GHCND:USC00417944,216.2
",,7,",WDMV,2017-05-18T00:00:00,GHCND:USC00417944,93.2
",,7,",WDMV,2017-05-19T00:00:00,GHCND:USC00417944,149.1
",,7,",WDMV,2017-05-20T00:00:00,GHCND:USC00417944,137.9
",,7,",WDMV,2017-05-21T00:00:00,GHCND:USC00417944,93.2
",,7,",WDMV,2017-05-22T00:00:00,GHCND:USC00417944,87.0
",,7,",WDMV,2017-05-23T00:00:00,GHCND:USC00417944,67.1
",,7,",WDMV,2017-05-24T00:00:00,GHCND:USC00417944,95.1
",,7,",WDMV,2017-05-25T00:00:00,GHCND:USC00417944,106.3
",,7,",WDMV,2017-05-26T00:00:00,GHCND:USC00417944,137.9
",,7,",WDMV,2017-05-27T00:00:00,GHCND:USC00417944,54.1
",,7,",WDMV,2017-05-28T00:00:00,GHCND:USC00417944,82.0
",,7,",WDMV,2017-05-29T00:00:00,GHCND:USC00417944,98.2
",,7,",WDMV,2017-05-30T00:00:00,GHCND:USC00417944,31.7
",,7,",WDMV,2017-05-31T00:00:00,GHCND:USC00417944,24.9
",,7,",WDMV,2017-06-01T00:00:00,GHCND:USC00417944,34.2
",,7,",WDMV,2017-06-02T00:00:00,GHCND:USC00417944,57.2
",,7,",WDMV,2017-06-03T00:00:00,GHCND:USC00417944,103.1
",,7,",WDMV,2017-06-04T00:00:00,GHCND:USC00417944,14.9
",,7,",WDMV,2017-06-05T00:00:00,GHCND:USC00417944,44.1
",,7,",WDMV,2017-06-06T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-06-07T00:00:00,GHCND:USC00417944,57.8
",,7,",WDMV,2017-06-08T00:00:00,GHCND:USC00417944,47.2
",,7,",WDMV,2017-06-09T00:00:00,GHCND:USC00417944,51.0
",,7,",WDMV,2017-06-10T00:00:00,GHCND:USC00417944,170.3
",,7,",WDMV,2017-06-11T00:00:00,GHCND:USC00417944,193.9
",,7,",WDMV,2017-06-12T00:00:00,GHCND:USC00417944,139.8
",,7,",WDMV,2017-06-13T00:00:00,GHCND:USC00417944,128.0
",,7,",WDMV,2017-06-14T00:00:00,GHCND:USC00417944,179.0
",,7,",WDMV,2017-06-15T00:00:00,GHCND:USC00417944,172.1
",,7,",WDMV,2017-06-16T00:00:00,GHCND:USC00417944,146.0
",,7,",WDMV,2017-06-17T00:00:00,GHCND:USC00417944,167.8
",,7,",WDMV,2017-06-18T00:00:00,GHCND:USC00417944,164.0
",,7,",WDMV,2017-06-19T00:00:00,GHCND:USC00417944,44.7
",,7,",WDMV,2017-06-20T00:00:00,GHCND:USC00417944,49.1
",,7,",WDMV,2017-06-21T00:00:00,GHCND:USC00417944,24.9
",,7,",WDMV,2017-06-22T00:00:00,GHCND:USC00417944,21.7
",,7,",WDMV,2017-06-24T00:00:00,GHCND:USC00417944,126.8
",,7,",WDMV,2017-06-25T00:00:00,GHCND:USC00417944,106.3
",,7,",WDMV,2017-06-26T00:00:00,GHCND:USC00417944,62.8
",,7,",WDMV,2017-06-27T00:00:00,GHCND:USC00417944,26.1
",,7,",WDMV,2017-06-28T00:00:00,GHCND:USC00417944,51.0
",,7,",WDMV,2017-06-29T00:00:00,GHCND:USC00417944,116.2
",,7,",WDMV,2017-06-30T00:00:00,GHCND:USC00417944,175.2
",,7,",WDMV,2017-07-01T00:00:00,GHCND:USC00417944,157.8
",,7,",WDMV,2017-07-02T00:00:00,GHCND:USC00417944,85.7
",,7,",WDMV,2017-07-03T00:00:00,GHCND:USC00417944,108.1
",,7,",WDMV,2017-07-04T00:00:00,GHCND:USC00417944,119.9
",,7,",WDMV,2017-07-05T00:00:00,GHCND:USC00417944,154.1
",,7,",WDMV,2017-07-06T00:00:00,GHCND:USC00417944,59.0
",,7,",WDMV,2017-07-07T00:00:00,GHCND:USC00417944,14.9
",,7,",WDMV,2017-07-08T00:00:00,GHCND:USC00417944,42.3
",,7,",WDMV,2017-07-09T00:00:00,GHCND:USC00417944,42.9
",,7,",WDMV,2017-07-10T00:00:00,GHCND:USC00417944,75.8
",,7,",WDMV,2017-07-11T00:00:00,GHCND:USC00417944,92.0
",,7,",WDMV,2017-07-12T00:00:00,GHCND:USC00417944,136.1
",,7,",WDMV,2017-07-13T00:00:00,GHCND:USC00417944,149.8
",,7,",WDMV,2017-07-14T00:00:00,GHCND:USC00417944,105.0
",,7,",WDMV,2017-07-15T00:00:00,GHCND:USC00417944,47.8
",,7,",WDMV,2017-07-16T00:00:00,GHCND:USC00417944,51.0
",,7,",WDMV,2017-07-17T00:00:00,GHCND:USC00417944,54.1
",,7,",WDMV,2017-07-18T00:00:00,GHCND:USC00417944,55.9
",,7,",WDMV,2017-07-19T00:00:00,GHCND:USC00417944,75.8
",,7,",WDMV,2017-07-20T00:00:00,GHCND:USC00417944,92.0
",,7,",WDMV,2017-07-21T00:00:00,GHCND:USC00417944,95.1
",,7,",WDMV,2017-07-22T00:00:00,GHCND:USC00417944,123.0
",,7,",WDMV,2017-07-23T00:00:00,GHCND:USC00417944,95.7
",,7,",WDMV,2017-07-24T00:00:00,GHCND:USC00417944,78.9
",,7,",WDMV,2017-07-25T00:00:00,GHCND:USC00417944,75.2
",,7,",WDMV,2017-07-26T00:00:00,GHCND:USC00417944,121.2
",,7,",WDMV,2017-07-27T00:00:00,GHCND:USC00417944,156.0
",,7,",WDMV,2017-07-28T00:00:00,GHCND:USC00417944,118.1
",,7,",WDMV,2017-07-29T00:00:00,GHCND:USC00417944,65.2
",,7,",WDMV,2017-07-30T00:00:00,GHCND:USC00417944,67.1
",,7,",WDMV,2017-07-31T00:00:00,GHCND:USC00417944,77.1
",,7,",WDMV,2017-08-01T00:00:00,GHCND:USC00417944,82.0
",,7,",WDMV,2017-08-02T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-08-03T00:00:00,GHCND:USC00417944,49.7
",,7,",WDMV,2017-08-04T00:00:00,GHCND:USC00417944,39.8
",,7,",WDMV,2017-08-05T00:00:00,GHCND:USC00417944,42.9
",,7,",WDMV,2017-08-06T00:00:00,GHCND:USC00417944,139.8
",,7,",WDMV,2017-08-07T00:00:00,GHCND:USC00417944,96.9
",,7,",WDMV,2017-08-08T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-08-09T00:00:00,GHCND:USC00417944,51.0
",,7,",WDMV,2017-08-10T00:00:00,GHCND:USC00417944,26.7
",,7,",WDMV,2017-08-11T00:00:00,GHCND:USC00417944,92.0
",,7,",WDMV,2017-08-12T00:00:00,GHCND:USC00417944,93.8
",,7,",WDMV,2017-08-13T00:00:00,GHCND:USC00417944,88.2
",,7,",WDMV,2017-08-14T00:00:00,GHCND:USC00417944,65.9
",,7,",WDMV,2017-08-15T00:00:00,GHCND:USC00417944,115.0
",,7,",WDMV,2017-08-16T00:00:00,GHCND:USC00417944,42.3
",,7,",WDMV,2017-08-17T00:00:00,GHCND:USC00417944,124.9
",,7,",WDMV,2017-08-18T00:00:00,GHCND:USC00417944,55.3
",,7,",WDMV,2017-08-19T00:00:00,GHCND:USC00417944,26.1
",,7,",WDMV,2017-08-20T00:00:00,GHCND:USC00417944,60.9
",,7,",WDMV,2017-08-21T00:00:00,GHCND:USC00417944,103.8
",,7,",WDMV,2017-08-22T00:00:00,GHCND:USC00417944,67.7
",,7,",WDMV,2017-08-23T00:00:00,GHCND:USC00417944,70.2
",,7,",WDMV,2017-08-24T00:00:00,GHCND:USC00417944,19.3
",,7,",WDMV,2017-08-25T00:00:00,GHCND:USC00417944,39.8
",,7,",WDMV,2017-08-26T00:00:00,GHCND:USC00417944,52.2
",,7,",WDMV,2017-08-27T00:00:00,GHCND:USC00417944,133.0
",,7,",WDMV,2017-08-28T00:00:00,GHCND:USC00417944,111.2
",,7,",WDMV,2017-08-29T00:00:00,GHCND:USC00417944,123.0
",,7,",WDMV,2017-08-30T00:00:00,GHCND:USC00417944,93.8
",,7,",WDMV,2017-08-31T00:00:00,GHCND:USC00417944,55.3
",,7,",WDMV,2017-09-01T00:00:00,GHCND:USC00417944,34.2
",,7,",WDMV,2017-09-02T00:00:00,GHCND:USC00417944,46.0
",,7,",WDMV,2017-09-03T00:00:00,GHCND:USC00417944,88.9
",,7,",WDMV,2017-09-04T00:00:00,GHCND:USC00417944,32.9
",,7,",WDMV,2017-09-05T00:00:00,GHCND:USC00417944,34.8
",,7,",WDMV,2017-09-06T00:00:00,GHCND:USC00417944,103.1
",,7,",WDMV,2017-09-07T00:00:00,GHCND:USC00417944,57.2
",,7,",WDMV,2017-09-08T00:00:00,GHCND:USC00417944,72.7
",,7,",WDMV,2017-09-09T00:00:00,GHCND:USC00417944,70.2
",,7,",WDMV,2017-09-10T00:00:00,GHCND:USC00417944,57.2
",,7,",WDMV,2017-09-11T00:00:00,GHCND:USC00417944,42.3
",,7,",WDMV,2017-09-12T00:00:00,GHCND:USC00417944,31.7
",,7,",WDMV,2017-09-13T00:00:00,GHCND:USC00417944,36.0
",,7,",WDMV,2017-09-14T00:00:00,GHCND:USC00417944,51.0
",,7,",WDMV,2017-09-15T00:00:00,GHCND:USC00417944,142.3
",,7,",WDMV,2017-09-16T00:00:00,GHCND:USC00417944,90.7
",,7,",WDMV,2017-09-17T00:00:00,GHCND:USC00417944,78.3
",,7,",WDMV,2017-09-18T00:00:00,GHCND:USC00417944,83.9
",,7,",WDMV,2017-09-19T00:00:00,GHCND:USC00417944,111.2
",,7,",WDMV,2017-09-20T00:00:00,GHCND:USC00417944,174.0
",,7,",WDMV,2017-09-21T00:00:00,GHCND:USC00417944,129.9
",,7,",WDMV,2017-09-22T00:00:00,GHCND:USC00417944,149.8
",,7,",WDMV,2017-09-23T00:00:00,GHCND:USC00417944,177.7
",,7,",WDMV,2017-09-24T00:00:00,GHCND:USC00417944,179.0
",,7,",WDMV,2017-09-25T00:00:00,GHCND:USC00417944,82.0
",,7,",WDMV,2017-09-26T00:00:00,GHCND:USC00417944,78.3
",,7,",WDMV,2017-09-27T00:00:00,GHCND:USC00417944,106.9
",,7,",WDMV,2017-09-28T00:00:00,GHCND:USC00417944,57.8
",,7,",WDMV,2017-09-29T00:00:00,GHCND:USC00417944,77.1
",,7,",WDMV,2017-09-30T00:00:00,GHCND:USC00417944,57.8
",,7,",WDMV,2017-10-01T00:00:00,GHCND:USC00417944,31.7
",,7,",WDMV,2017-10-02T00:00:00,GHCND:USC00417944,88.9
",,7,",WDMV,2017-10-03T00:00:00,GHCND:USC00417944,131.7
",,7,",WDMV,2017-10-04T00:00:00,GHCND:USC00417944,128.0
",,7,",WDMV,2017-10-05T00:00:00,GHCND:USC00417944,73.9
",,7,",WDMV,2017-10-06T00:00:00,GHCND:USC00417944,75.8
",,7,",WDMV,2017-10-07T00:00:00,GHCND:USC00417944,136.7
",,7,",WDMV,2017-10-08T00:00:00,GHCND:USC00417944,57.8
",,7,",WDMV,2017-10-09T00:00:00,GHCND:USC00417944,85.7
",,7,",WDMV,2017-10-10T00:00:00,GHCND:USC00417944,157.8
",,7,",WDMV,2017-10-11T00:00:00,GHCND:USC00417944,100.0
",,7,",WDMV,2017-10-12T00:00:00,GHCND:USC00417944,52.2
",,7,",WDMV,2017-10-13T00:00:00,GHCND:USC00417944,101.3
",,7,",WDMV,2017-10-14T00:00:00,GHCND:USC00417944,175.8
",,7,",WDMV,2017-10-15T00:00:00,GHCND:USC00417944,93.8
",,7,",WDMV,2017-10-16T00:00:00,GHCND:USC00417944,100.0
",,7,",WDMV,2017-10-17T00:00:00,GHCND:USC00417944,37.9
",,7,",WDMV,2017-10-18T00:00:00,GHCND:USC00417944,62.8
",,7,",WDMV,2017-10-19T00:00:00,GHCND:USC00417944,80.8
",,7,",WDMV,2017-10-21T00:00:00,GHCND:USC00417944,124.9
",,7,",WDMV,2017-10-22T00:00:00,GHCND:USC00417944,124.3
",,7,",WDMV,2017-10-23T00:00:00,GHCND:USC00417944,49.1
",,7,",WDMV,2017-10-24T00:00:00,GHCND:USC00417944,88.2
",,7,",WDMV,2017-10-25T00:00:00,GHCND:USC00417944,65.2
",,7,",WDMV,2017-10-26T00:00:00,GHCND:USC00417944,59.0
",,7,",WDMV,2017-10-27T00:00:00,GHCND:USC00417944,182.1
",,7,",WDMV,2017-10-28T00:00:00,GHCND:USC00417944,119.9
",,7,",WDMV,2017-10-29T00:00:00,GHCND:USC00417944,39.1
",,7,",WDMV,2017-10-30T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-10-31T00:00:00,GHCND:USC00417944,123.0
",,7,",WDMV,2017-11-01T00:00:00,GHCND:USC00417944,42.9
",,7,",WDMV,2017-11-02T00:00:00,GHCND:USC00417944,80.8
",,7,",WDMV,2017-11-03T00:00:00,GHCND:USC00417944,44.1
",,7,",WDMV,2017-11-04T00:00:00,GHCND:USC00417944,47.8
",,7,",WDMV,2017-11-05T00:00:00,GHCND:USC00417944,72.7
",,7,",WDMV,2017-11-06T00:00:00,GHCND:USC00417944,62.8
",,7,",WDMV,2017-11-07T00:00:00,GHCND:USC00417944,46.0
",,7,",WDMV,2017-11-08T00:00:00,GHCND:USC00417944,134.8
",,7,",WDMV,2017-11-09T00:00:00,GHCND:USC00417944,72.1
",,7,",WDMV,2017-11-10T00:00:00,GHCND:USC00417944,26.1
",,7,",WDMV,2017-11-11T00:00:00,GHCND:USC00417944,83.3
",,7,",WDMV,2017-11-12T00:00:00,GHCND:USC00417944,172.1
",,7,",WDMV,2017-11-13T00:00:00,GHCND:USC00417944,34.2
",,7,",WDMV,2017-11-15T00:00:00,GHCND:USC00417944,157.8
",,7,",WDMV,2017-11-16T00:00:00,GHCND:USC00417944,77.1
",,7,",WDMV,2017-11-17T00:00:00,GHCND:USC00417944,77.1
",,7,",WDMV,2017-11-18T00:00:00,GHCND:USC00417944,111.8
",,7,",WDMV,2017-11-19T00:00:00,GHCND:USC00417944,121.8
",,7,",WDMV,2017-11-20T00:00:00,GHCND:USC00417944,19.9
",,7,",WDMV,2017-11-21T00:00:00,GHCND:USC00417944,131.1
",,7,",WDMV,2017-11-22T00:00:00,GHCND:USC00417944,156.0
",,7,",WDMV,2017-11-23T00:00:00,GHCND:USC00417944,34.8
",,7,",WDMV,2017-11-24T00:00:00,GHCND:USC00417944,24.9
",,7,",WDMV,2017-11-25T00:00:00,GHCND:USC00417944,90.7
",,7,",WDMV,2017-11-26T00:00:00,GHCND:USC00417944,80.8
",,7,",WDMV,2017-11-27T00:00:00,GHCND:USC00417944,31.1
",,7,",WDMV,2017-11-28T00:00:00,GHCND:USC00417944,162.2
",,7,",WDMV,2017-11-29T00:00:00,GHCND:USC00417944,134.2
",,7,",WDMV,2017-11-30T00:00:00,GHCND:USC00417944,29.2
",,7,",WDMV,2017-12-01T00:00:00,GHCND:USC00417944,19.9
",,7,",WDMV,2017-12-02T00:00:00,GHCND:USC00417944,69.0
",,7,",WDMV,2017-12-03T00:00:00,GHCND:USC00417944,29.8
",,7,",WDMV,2017-12-04T00:00:00,GHCND:USC00417944,106.3
",,7,",WDMV,2017-12-05T00:00:00,GHCND:USC00417944,131.7
",,7,",WDMV,2017-12-06T00:00:00,GHCND:USC00417944,95.7
",,7,",WDMV,2017-12-07T00:00:00,GHCND:USC00417944,41.0
",,7,",WDMV,2017-12-08T00:00:00,GHCND:USC00417944,111.8
",,7,",WDMV,2017-12-09T00:00:00,GHCND:USC00417944,73.9
",,7,",WDMV,2017-12-10T00:00:00,GHCND:USC00417944,49.1
",,7,",WDMV,2017-12-11T00:00:00,GHCND:USC00417944,23.0
",,7,",WDMV,2017-12-12T00:00:00,GHCND:USC00417944,42.9
",,7,",WDMV,2017-12-13T00:00:00,GHCND:USC00417944,37.3
",,7,",WDMV,2017-12-14T00:00:00,GHCND:USC00417944,60.9
",,7,",WDMV,2017-12-15T00:00:00,GHCND:USC00417944,83.3
",,7,",WDMV,2017-12-16T00:00:00,GHCND:USC00417944,24.2
",,7,",WDMV,2017-12-17T00:00:00,GHCND:USC00417944,124.3
",,7,",WDMV,2017-12-18T00:00:00,GHCND:USC00417944,28.0
",,7,",WDMV,2017-12-19T00:00:00,GHCND:USC00417944,60.3
",,7,",WDMV,2017-12-20T00:00:00,GHCND:USC00417944,42.3
",,7,",WDMV,2017-12-21T00:00:00,GHCND:USC00417944,44.1
",,7,",WDMV,2017-12-22T00:00:00,GHCND:USC00417944,83.9
",,7,",WDMV,2017-12-23T00:00:00,GHCND:USC00417944,70.8
",,7,",WDMV,2017-12-24T00:00:00,GHCND:USC00417944,67.7
",,7,",WDMV,2017-12-25T00:00:00,GHCND:USC00417944,88.2
",,7,",WDMV,2017-12-26T00:00:00,GHCND:USC00417944,108.1
",,7,",WDMV,2017-12-27T00:00:00,GHCND:USC00417944,119.9
",,7,",WDMV,2017-12-28T00:00:00,GHCND:USC00417944,5.0
",,7,",WDMV,2017-12-29T00:00:00,GHCND:USC00417944,11.8
",,7,",WDMV,2017-12-30T00:00:00,GHCND:USC00417944,93.2
",,7,",WDMV,2017-12-31T00:00:00,GHCND:USC00417944,67.1
