datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name,square_diagonal,query_count,query_long,query_lat,dist_from_center,p_name
0.9213,391.7,METERS,GHCND_USW00013967,35.3889,-97.6006,2018-10-16,1941-12-14,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",2.567836929097727,15,-97.80480764166661,34.700150966666676,0.7183842925848443,Rush Springs Wind Energy Center
0.9704,414.5,METERS,GHCND_USW00013980,37.155,-98.0282,2018-10-17,1896-10-01,"ANTHONY, KS US",2.567836929097727,15,-98.23042012500005,37.35392928124999,0.2836650099918462,Flat Ridge 2 Expansion
0.9843,467.9,METERS,GHCND_USW00003957,37.2839,-98.5528,2018-10-16,1998-02-05,"MEDICINE LODGE 1 E, KS US",2.567836929097727,15,-98.23042012500005,37.35392928124999,0.3298982934744815,Flat Ridge 2 Expansion
0.9526,365.8,METERS,GHCND_USC00343740,36.7425,-98.133,2018-09-10,1946-03-12,"GREAT SALT PLAINS DAM, OK US",2.567836929097727,15,-98.23042012500005,37.35392928124999,0.6191417016523,Flat Ridge 2 Expansion
0.9526,365.8,METERS,GHCND_USC00343740,36.7425,-98.133,2018-09-10,1946-03-12,"GREAT SALT PLAINS DAM, OK US",1.7832200896511994,13,-97.69635805714283,36.575608307142836,0.4674494875457766,Chisholm View
0.9995,304.8,METERS,GHCND_USW00013969,36.73667,-97.10194,2018-10-16,1948-01-01,"PONCA CITY MUNICIPAL AIRPORT, OK US",1.7832200896511994,13,-97.69635805714283,36.575608307142836,0.6158520078423656,Chisholm View
0.9704,414.5,METERS,GHCND_USW00013980,37.155,-98.0282,2018-10-17,1896-10-01,"ANTHONY, KS US",1.7832200896511994,13,-97.69635805714283,36.575608307142836,0.6676929000604325,Chisholm View
0.9843,467.9,METERS,GHCND_USW00003957,37.2839,-98.5528,2018-10-16,1998-02-05,"MEDICINE LODGE 1 E, KS US",2.567836929097727,15,-98.27077296666671,37.55616445000001,0.3920040538879483,Kingman Wind Energy Center
0.9704,414.5,METERS,GHCND_USW00013980,37.155,-98.0282,2018-10-17,1896-10-01,"ANTHONY, KS US",2.567836929097727,15,-98.27077296666671,37.55616445000001,0.46880119464577025,Kingman Wind Energy Center
0.4685,470.3,METERS,GHCND_USW00013986,38.06528,-97.86056,2018-10-15,1948-01-01,"HUTCHINSON MUNICIPAL AIRPORT, KS US",2.567836929097727,15,-98.27077296666671,37.55616445000001,0.6538144394805699,Kingman Wind Energy Center
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",3.6976851779007265,17,-100.933198625731,31.940820298245608,0.6025127467472009,Capricorn Ridge
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,2008-01-31,1975-12-01,"O C FISHER DAM, TX US",3.6976851779007265,17,-100.933198625731,31.940820298245608,0.6561901578445304,Capricorn Ridge
0.2272,576.1,METERS,GHCND_USC00417944,31.37083,-100.49432,2018-10-17,1947-11-01,"SAN ANGELO WEATHER FORECAST OFFICE, TX US",3.6976851779007265,17,-100.933198625731,31.940820298245608,0.7193770834671068,Capricorn Ridge
0.8793,786.4,METERS,GHCND_USW00024012,46.7994,-102.7972,2018-10-16,1938-11-14,"DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT, ND US",3.0814043149172723,16,-102.79639871951215,46.602550378048754,0.1968512527589502,Brady Wind II
0.9498,749.8,METERS,GHCND_USC00322188,46.89138,-102.81055,2016-02-19,1893-01-01,"DICKINSON EXPERIMENTAL STATION, ND US",3.0814043149172723,16,-102.79639871951215,46.602550378048754,0.28917608693656605,Brady Wind II
0.995,824.5,METERS,GHCND_USW00094038,46.01389,-102.65472,2018-10-16,1996-07-01,"HETTINGER MUNICIPAL AIRPORT, ND US",3.0814043149172723,16,-102.79639871951215,46.602550378048754,0.6054699829447389,Brady Wind II
0.9667,1638.0,METERS,GHCND_USW00093010,39.275,-103.666,2018-10-16,1948-08-01,"LIMON, CO US",2.567836929097727,15,-103.64199904000003,39.39627012800001,0.12362236863148836,Limon I
0.293,1531.6,METERS,GHCND_USC00054172,39.1438,-103.4897,2018-10-17,1893-01-01,"HUGO 1 NW, CO US",2.567836929097727,15,-103.64199904000003,39.39627012800001,0.2948493905662245,Limon I
0.9996,1333.2,METERS,GHCND_USC00059213,40.075,-103.5677,2018-10-17,1993-06-01,"WOODROW 6 NNE, CO US",2.567836929097727,15,-103.64199904000003,39.39627012800001,0.682784436326759,Limon I
0.9743,266.1,METERS,GHCND_USC00112223,41.9342,-88.7756,2018-10-17,1966-03-01,"DE KALB, IL US",2.139864107581439,14,-88.885340524138,41.81195996551721,0.16427296998726443,Lee&DeKalb
0.9985,216.4,METERS,GHCND_USW00004808,41.77,-88.48139,2018-10-15,1998-10-08,"CHICAGO AURORA MUNICIPAL AIRPORT, IL US",2.139864107581439,14,-88.885340524138,41.81195996551721,0.4061239523317577,Lee&DeKalb
1.0,222.5,METERS,GHCND_USW00094822,42.1927,-89.093,2018-10-16,1951-01-01,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",2.139864107581439,14,-88.885340524138,41.81195996551721,0.43368817343021737,Lee&DeKalb
0.8602,503.2,METERS,GHCND_USW00024011,46.7825,-100.7572,2018-10-16,1936-07-01,"BISMARCK MUNICIPAL AIRPORT, ND US",2.567836929097727,15,-100.66761324324322,47.11941224324324,0.3486196303041321,Wilton Wind Energy Center II
0.9915,533.4,METERS,GHCND_USC00325479,46.8127,-100.9097,2018-09-04,1913-07-16,"MANDAN EXPERIMENT STATION, ND US",2.567836929097727,15,-100.66761324324322,47.11941224324324,0.39074083220507577,Wilton Wind Energy Center II
0.9203,577.0,METERS,GHCND_USC00328840,47.5213,-100.8883,2018-10-07,1912-09-01,"TURTLE LAKE, ND US",2.567836929097727,15,-100.66761324324322,47.11941224324324,0.45849363533074616,Wilton Wind Energy Center II
0.995,205.7,METERS,GHCND_USC00116344,40.1101,-87.9567,2018-10-17,2001-11-01,"OGDEN, IL US",2.139864107581439,14,-87.89377190298508,40.218929574626856,0.1257132519163381,California Ridge
0.7581,230.1,METERS,GHCND_USW00014806,40.313,-88.1598,2018-10-15,1893-01-01,"RANTOUL, IL US",2.139864107581439,14,-87.89377190298508,40.218929574626856,0.28217050400647276,California Ridge
0.9988,219.8,METERS,GHCND_USC00118740,40.084,-88.2404,2018-10-17,1902-08-01,"CHAMPAIGN 3 S, IL US",2.139864107581439,14,-87.89377190298508,40.218929574626856,0.37196374520800296,California Ridge
0.9936,930.9,METERS,GHCND_USW00003024,35.695,-101.395,2018-10-16,1997-06-01,"BORGER HUTCHINSON CO AIRPORT, TX US",3.0814043149172723,16,-100.53868121153849,35.65375534615386,0.8573114888668367,Miami
0.6758,667.8,METERS,GHCND_USW00013975,36.2967,-99.7689,2018-10-16,1904-05-01,"GAGE AIRPORT, OK US",3.0814043149172723,16,-100.53868121153849,35.65375534615386,1.0029660719819973,Miami
0.9952,894.9,METERS,GHCND_USC00418040,35.7048,-101.5492,2018-10-17,1993-10-01,"SANFORD DAM, TX US",3.0814043149172723,16,-100.53868121153849,35.65375534615386,1.011807184457588,Miami
0.5464,585.8,METERS,GHCND_USW00003932,35.3568,-99.2042,2018-10-16,1958-08-17,"CLINTON SHERMAN AIRPORT, OK US",3.0814043149172723,16,-99.68286154545456,35.47865634848487,0.4939289875710987,Elk City II
0.9498,464.8,METERS,GHCND_USC00340184,34.8847,-99.2964,2018-10-17,1945-08-01,"ALTUS DAM, OK US",3.0814043149172723,16,-99.68286154545456,35.47865634848487,0.7086160243888056,Elk City II
0.995,474.3,METERS,GHCND_USW00093986,34.9894,-99.0525,2018-10-16,1910-01-01,"HOBART MUNICIPAL AIRPORT, OK US",3.0814043149172723,16,-99.68286154545456,35.47865634848487,0.7979520364787647,Elk City II
0.996,951.9,METERS,GHCND_USW00003030,36.68167,-101.50528,2018-10-16,1998-12-01,"GUYMON MUNICIPAL AIRPORT, OK US",3.0814043149172723,16,-100.84378238888893,36.51791281481483,0.6814657036164232,Balko Wind
0.8825,999.1,METERS,GHCND_USC00343628,36.5913,-101.618,2018-10-14,1910-02-15,"GOODWELL RESEARCH STATION, OK US",3.0814043149172723,16,-100.84378238888893,36.51791281481483,0.7776879761857795,Balko Wind
0.9936,930.9,METERS,GHCND_USW00003024,35.695,-101.395,2018-10-16,1997-06-01,"BORGER HUTCHINSON CO AIRPORT, TX US",3.0814043149172723,16,-100.84378238888893,36.51791281481483,0.9904677458582173,Balko Wind
0.293,1531.6,METERS,GHCND_USC00054172,39.1438,-103.4897,2018-10-17,1893-01-01,"HUGO 1 NW, CO US",2.567836929097727,15,-103.39627527966095,39.354389305084744,0.2303823643131233,Limon III
0.9667,1638.0,METERS,GHCND_USW00093010,39.275,-103.666,2018-10-16,1948-08-01,"LIMON, CO US",2.567836929097727,15,-103.39627527966095,39.354389305084744,0.28116558559648297,Limon III
0.9996,1333.2,METERS,GHCND_USC00059213,40.075,-103.5677,2018-10-17,1993-06-01,"WOODROW 6 NNE, CO US",2.567836929097727,15,-103.39627527966095,39.354389305084744,0.7407200607311591,Limon III
0.8421,275.5,METERS,GHCND_USC00237862,39.3903,-94.5553,2018-10-17,1981-11-01,"SMITHVILLE LAKE, MO US",2.139864107581439,14,-94.45409846078431,39.833764558823525,0.4548654377639238,Osborn
0.667,249.3,METERS,GHCND_USW00013993,39.7736,-94.9233,2018-10-16,1948-01-01,"ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US",2.139864107581439,14,-94.45409846078431,39.833764558823525,0.47304318887475894,Osborn
1.0,306.3,METERS,GHCND_USW00003947,39.2972,-94.7306,2018-10-16,1972-10-01,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",2.139864107581439,14,-94.45409846078431,39.833764558823525,0.603617947856201,Osborn
0.9867,460.9,METERS,GHCND_USC00148946,38.9667,-98.489,2018-10-17,1964-08-01,"WILSON LAKE, KS US",2.139864107581439,14,-98.33307847014929,38.84524076119404,0.19764581999706227,Post Rock
0.8924,454.8,METERS,GHCND_USC00144178,38.6078,-97.9596,2018-10-17,1941-03-01,"KANOPOLIS LAKE, KS US",2.139864107581439,14,-98.33307847014929,38.84524076119404,0.44256556886123016,Post Rock
0.9887,568.1,METERS,GHCND_USW00093997,38.87611,-98.80917,2018-10-15,1949-09-01,"RUSSELL MUNICIPAL AIRPORT, KS US",2.139864107581439,14,-98.33307847014929,38.84524076119404,0.4770912435793017,Post Rock
0.9936,930.9,METERS,GHCND_USW00003024,35.695,-101.395,2018-10-16,1997-06-01,"BORGER HUTCHINSON CO AIRPORT, TX US",4.437222213480871,18,-101.19392462711865,35.25837463559323,0.4807005454778684,Grandview I
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,2018-10-16,1943-03-01,"AMARILLO AIRPORT, TX US",4.437222213480871,18,-101.19392462711865,35.25837463559323,0.5110916754847852,Grandview I
0.9952,894.9,METERS,GHCND_USC00418040,35.7048,-101.5492,2018-10-17,1993-10-01,"SANFORD DAM, TX US",4.437222213480871,18,-101.19392462711865,35.25837463559323,0.570540267257011,Grandview I
0.9285,484.6,METERS,GHCND_USC00341445,36.06167,-98.59,2002-08-31,1943-05-06,"CANTON, OK US",2.567836929097727,15,-98.99346985470085,36.10693735897436,0.4060013022649491,Seiling
0.9749,618.7,METERS,GHCND_USC00343304,36.54417,-99.535,2012-03-31,1940-07-01,"FORT SUPPLY, OK US",2.567836929097727,15,-98.99346985470085,36.10693735897436,0.696008103865157,Seiling
0.5464,585.8,METERS,GHCND_USW00003932,35.3568,-99.2042,2018-10-16,1958-08-17,"CLINTON SHERMAN AIRPORT, OK US",2.567836929097727,15,-98.99346985470085,36.10693735897436,0.7791747246072829,Seiling
0.9989,201.2,METERS,GHCND_USW00014845,43.53306,-84.07972,2018-10-16,1898-01-01,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",2.567836929097727,15,-84.52403298611108,43.39106588888888,0.4664508090004631,Gratiot County
0.8192,236.2,METERS,GHCND_USW00014828,43.9758,-84.4908,2018-10-17,1892-12-01,"GLADWIN, MI US",2.567836929097727,15,-84.52403298611108,43.39106588888888,0.5856777373801814,Gratiot County
0.9327,261.8,METERS,GHCND_USW00014836,42.7761,-84.5997,2018-10-16,1948-01-01,"LANSING CAPITAL CITY AIRPORT, MI US",2.567836929097727,15,-84.52403298611108,43.39106588888888,0.6196035357289036,Gratiot County
0.9862,1351.8,METERS,GHCND_USC00291963,34.5988,-103.2161,2018-10-17,1949-06-21,"CLOVIS 13 N, NM US",3.0814043149172723,16,-102.71050737499998,34.71607395833335,0.5190154947182047,Mariah North Wind
0.473,1165.9,METERS,GHCND_USC00299284,35.36,-103.4433,2015-09-30,1965-02-01,"UTE DAM, NM US",3.0814043149172723,16,-102.71050737499998,34.71607395833335,0.9755130846846177,Mariah North Wind
0.6399,1239.0,METERS,GHCND_USW00023048,35.18222,-103.60306,2018-10-15,1948-01-01,"TUCUMCARI MUNICIPAL AIRPORT, NM US",3.0814043149172723,16,-102.71050737499998,34.71607395833335,1.0069470296673602,Mariah North Wind
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",2.567836929097727,15,-95.41686615671637,42.31372873880598,0.459638528832939,Ida Grove
0.9907,426.7,METERS,GHCND_USC00131277,42.0633,-95.8363,2018-01-16,1948-07-01,"CASTANA EXPERIMENTAL FARM, IA US",2.567836929097727,15,-95.41686615671637,42.31372873880598,0.4885072180752584,Ida Grove
0.9899,387.1,METERS,GHCND_USC00133632,41.6452,-95.3339,2016-02-24,1899-02-01,"HARLAN, IA US",2.567836929097727,15,-95.41686615671637,42.31372873880598,0.6736572257237297,Ida Grove
0.9197,880.9,METERS,GHCND_USC00142980,37.993,-100.8121,2018-10-17,1948-08-01,"GARDEN CITY EXPERIMENTAL STATION, KS US",3.0814043149172723,16,-101.08983866666665,37.63753567407406,0.45110270888984255,Buffalo Dunes
0.9407,878.4,METERS,GHCND_USW00023064,37.92722,-100.72472,2018-10-16,1947-03-01,"GARDEN CITY REGIONAL AIRPORT, KS US",3.0814043149172723,16,-101.08983866666665,37.63753567407406,0.4660779435197461,Buffalo Dunes
0.996,951.9,METERS,GHCND_USW00003030,36.68167,-101.50528,2018-10-16,1998-12-01,"GUYMON MUNICIPAL AIRPORT, OK US",3.0814043149172723,16,-101.08983866666665,37.63753567407406,1.0422431042299345,Buffalo Dunes
0.9953,1277.7,METERS,GHCND_USW00003026,39.24472,-102.28417,2018-10-16,1997-06-01,"BURLINGTON CARSON AIRPORT, CO US",2.567836929097727,15,-102.14291727586209,39.36857622988506,0.187863508318464,Carousel
0.939,1132.9,METERS,GHCND_USC00050834,39.6567,-102.1193,2018-07-09,1949-06-01,"BONNY DAM 2 NE, CO US",2.567836929097727,15,-102.14291727586209,39.36857622988506,0.2890900943034797,Carousel
0.897,1114.3,METERS,GHCND_USW00023065,39.36722,-101.69333,2018-10-16,1895-06-01,"GOODLAND RENNER FIELD, KS US",2.567836929097727,15,-102.14291727586209,39.36857622988506,0.449589321466372,Carousel
0.9843,467.9,METERS,GHCND_USW00003957,37.2839,-98.5528,2018-10-16,1998-02-05,"MEDICINE LODGE 1 E, KS US",3.0814043149172723,16,-98.60997859504135,37.5875376694215,0.3089744747104873,Ninnescah
0.9704,414.5,METERS,GHCND_USW00013980,37.155,-98.0282,2018-10-17,1896-10-01,"ANTHONY, KS US",3.0814043149172723,16,-98.60997859504135,37.5875376694215,0.7249518391706288,Ninnescah
0.4685,470.3,METERS,GHCND_USW00013986,38.06528,-97.86056,2018-10-15,1948-01-01,"HUTCHINSON MUNICIPAL AIRPORT, KS US",3.0814043149172723,16,-98.60997859504135,37.5875376694215,0.8887440379661208,Ninnescah
0.988,519.1,METERS,GHCND_USW00094943,43.76667,-99.31833,2014-06-30,1998-02-01,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",2.567836929097727,15,-98.76650550877197,43.899412052631575,0.5675656100011005,Crow Lake (2010)
0.8893,445.3,METERS,GHCND_USC00394766,44.0644,-99.4602,2018-10-02,1972-02-01,"LAKE SHARPE PROJECT, SD US",2.567836929097727,15,-98.76650550877197,43.899412052631575,0.713044928414024,Crow Lake (2010)
0.9998,390.1,METERS,GHCND_USW00014936,44.3981,-98.2231,2018-10-16,1881-07-01,"HURON REGIONAL AIRPORT, SD US",2.567836929097727,15,-98.76650550877197,43.899412052631575,0.7375494666896953,Crow Lake (2010)
0.9891,612.6,METERS,GHCND_USC00143527,38.8586,-99.3358,2018-10-17,1892-07-01,"HAYS 1 S, KS US",2.139864107581439,14,-99.45016817857147,38.996659107142854,0.17927743119209505,Buckeye
0.9731,650.7,METERS,GHCND_USC00141383,38.7978,-99.723,2018-10-17,1949-08-01,"CEDAR BLUFF DAM, KS US",2.139864107581439,14,-99.45016817857147,38.996659107142854,0.3376124216874415,Buckeye
0.9412,567.8,METERS,GHCND_USC00148648,39.4031,-99.4192,2018-08-31,1953-09-01,"WEBSTER DAM, KS US",2.139864107581439,14,-99.45016817857147,38.996659107142854,0.40761897339372005,Buckeye
0.9899,387.1,METERS,GHCND_USC00133632,41.6452,-95.3339,2016-02-24,1899-02-01,"HARLAN, IA US",2.567836929097727,15,-95.14382198113204,42.135792981132056,0.5261284314621341,Victory(Carroll)
0.9907,426.7,METERS,GHCND_USC00131277,42.0633,-95.8363,2018-01-16,1948-07-01,"CASTANA EXPERIMENTAL FARM, IA US",2.567836929097727,15,-95.14382198113204,42.135792981132056,0.6962621912244743,Victory(Carroll)
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",2.567836929097727,15,-95.14382198113204,42.135792981132056,0.7357218066944161,Victory(Carroll)
1.0,180.4,METERS,GHCND_USW00014923,41.46528,-90.52333,2018-10-16,1943-05-24,"MOLINE QUAD CITY INTERNATIONAL AIRPORT, IL US",2.567836929097727,15,-90.15054191729328,41.19727797744361,0.45912529738892266,Bishop Hill I
0.9944,228.6,METERS,GHCND_USW00094982,41.61389,-90.59139,2018-10-16,1996-07-01,"DAVENPORT MUNICIPAL AIRPORT, IA US",2.567836929097727,15,-90.15054191729328,41.19727797744361,0.6065580016492368,Bishop Hill I
0.9999,198.1,METERS,GHCND_USW00014842,40.6675,-89.6839,2018-10-16,1943-05-04,"PEORIA INTERNATIONAL AIRPORT, IL US",2.567836929097727,15,-90.15054191729328,41.19727797744361,0.705988232451082,Bishop Hill I
0.9989,201.2,METERS,GHCND_USW00014845,43.53306,-84.07972,2018-10-16,1898-01-01,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",2.139864107581439,14,-83.48464817741936,43.60188880645162,0.5990391294623365,Cross Winds Energy Park
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,2018-10-17,1890-04-01,"EAST TAWAS, MI US",2.139864107581439,14,-83.48464817741936,43.60188880645162,0.6821744992783775,Cross Winds Energy Park
1.0,234.7,METERS,GHCND_USW00014826,42.9666,-83.7494,2018-10-16,1948-05-02,"FLINT BISHOP INTERNATIONAL AIRPORT, MI US",2.139864107581439,14,-83.48464817741936,43.60188880645162,0.6882480622293761,Cross Winds Energy Park
0.988,519.1,METERS,GHCND_USW00094943,43.76667,-99.31833,2014-06-30,1998-02-01,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",2.567836929097727,15,-98.78290541860467,43.89919323255815,0.5515812628525634,Crow Lake (2011)
0.8893,445.3,METERS,GHCND_USC00394766,44.0644,-99.4602,2018-10-02,1972-02-01,"LAKE SHARPE PROJECT, SD US",2.567836929097727,15,-98.78290541860467,43.89919323255815,0.6971522258417177,Crow Lake (2011)
0.9998,390.1,METERS,GHCND_USW00014936,44.3981,-98.2231,2018-10-16,1881-07-01,"HURON REGIONAL AIRPORT, SD US",2.567836929097727,15,-98.78290541860467,43.89919323255815,0.7498600331384692,Crow Lake (2011)
0.9788,515.1,METERS,GHCND_USC00256396,42.3691,-97.5983,2013-07-31,2008-09-01,"OSMOND NUMBER 1, NE US",3.0814043149172723,16,-97.98059155000003,41.994995849999995,0.5348838605236248,Prairie Breeze III
1.0,472.7,METERS,GHCND_USW00014941,41.9855,-97.4352,2018-10-16,1945-10-01,"NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US",3.0814043149172723,16,-97.98059155000003,41.994995849999995,0.545474210186569,Prairie Breeze III
0.9084,502.9,METERS,GHCND_USC00253075,41.3594,-97.9761,2013-11-30,1901-03-01,"FULLERTON, NE US",3.0814043149172723,16,-97.98059155000003,41.994995849999995,0.6356117199663786,Prairie Breeze III
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,2018-10-16,1943-03-01,"AMARILLO AIRPORT, TX US",3.0814043149172723,16,-102.25688922388059,34.76593295522388,0.7213596767190384,Hereford 1
0.9862,1351.8,METERS,GHCND_USC00291963,34.5988,-103.2161,2018-10-17,1949-06-21,"CLOVIS 13 N, NM US",3.0814043149172723,16,-102.25688922388059,34.76593295522388,0.9736625379182778,Hereford 1
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,2018-10-17,1911-03-01,"LUBBOCK 9 N, TX US",3.0814043149172723,16,-102.25688922388059,34.76593295522388,1.1608156609910831,Hereford 1
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,2018-10-16,1911-05-01,"SPUR, TX US",3.0814043149172723,16,-101.1562050952381,34.02629312698413,0.6146519165001647,Old Settler Wind
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,2018-10-17,1911-03-01,"LUBBOCK 9 N, TX US",3.0814043149172723,16,-101.1562050952381,34.02629312698413,0.7459521696187473,Old Settler Wind
0.981,991.8,METERS,GHCND_USW00023042,33.6656,-101.8231,2018-10-16,1945-08-10,"LUBBOCK INTERNATIONAL AIRPORT, TX US",3.0814043149172723,16,-101.1562050952381,34.02629312698413,0.758187540026199,Old Settler Wind
0.6632,598.0,METERS,GHCND_USC00327585,47.4914,-101.3775,2018-10-09,1948-09-01,"RIVERDALE, ND US",1.4860167413759995,12,-101.21019890625,47.161170250000005,0.37019095579849604,Oliver II
